match_id,gameweek,datetime,venue,team1_id,team1_name,team1_goals,team2_id,team2_name,team2_goals,duration
2500074,36,2018-04-28 14:00:00,St. James' Park,1613,Newcastle United,0,1627,West Bromwich Albion,1,Regular
2500076,36,2018-04-28 16:30:00,Liberty Stadium,10531,Swansea City,0,1610,Chelsea,1,Regular
2500078,36,2018-04-29 13:15:00,London Stadium,1633,West Ham United,1,1625,Manchester City,4,Regular
2500073,36,2018-04-29 15:30:00,Old Trafford,1611,Manchester United,2,1609,Arsenal,1,Regular
2500077,36,2018-04-30 19:00:00,Wembley Stadium,1624,Tottenham Hotspur,2,1644,Watford,0,Regular
2500081,37,2018-05-04 19:00:00,The American Express Community Stadium,1651,Brighton & Hove Albion,1,1611,Manchester United,0,Regular
2500086,37,2018-05-05 11:30:00,Bet365 Stadium,1639,Stoke City,1,1628,Crystal Palace,2,Regular
2500079,37,2018-05-05 14:00:00,Vitality Stadium,1659,AFC Bournemouth,1,10531,Swansea City,0,Regular
2500084,37,2018-05-05 14:00:00,King Power Stadium,1631,Leicester City,0,1633,West Ham United,2,Regular
2500088,37,2018-05-05 14:00:00,The Hawthorns,1627,West Bromwich Albion,1,1624,Tottenham Hotspur,0,Regular
2500087,37,2018-05-05 14:00:00,Vicarage Road Stadium,1644,Watford,2,1613,Newcastle United,1,Regular
2500083,37,2018-05-05 16:30:00,Goodison Park,1623,Everton,1,1619,Southampton,1,Regular
2500085,37,2018-05-06 12:30:00,Etihad Stadium,1625,Manchester City,0,1673,Huddersfield Town,0,Regular
2500082,37,2018-05-06 15:30:00,Stamford Bridge,1610,Chelsea,1,1612,Liverpool,0,Regular
2500080,37,2018-05-06 15:30:00,Emirates Stadium,1609,Arsenal,5,1646,Burnley,0,Regular
2500026,31,2018-05-08 18:45:00,Liberty Stadium,10531,Swansea City,0,1619,Southampton,1,Regular
2500062,35,2018-05-09 18:45:00,Stamford Bridge,1610,Chelsea,1,1673,Huddersfield Town,1,Regular
2500022,31,2018-05-09 18:45:00,King Power Stadium,1631,Leicester City,3,1609,Arsenal,1,Regular
2500027,31,2018-05-09 19:00:00,Wembley Stadium,1624,Tottenham Hotspur,1,1613,Newcastle United,0,Regular
2500024,31,2018-05-09 19:00:00,Etihad Stadium,1625,Manchester City,3,1651,Brighton & Hove Albion,1,Regular
2500028,31,2018-05-10 18:45:00,London Stadium,1633,West Ham United,0,1611,Manchester United,0,Regular
2500097,38,2018-05-13 14:00:00,Wembley Stadium,1624,Tottenham Hotspur,5,1631,Leicester City,4,Regular
2500096,38,2018-05-13 14:00:00,Liberty Stadium,10531,Swansea City,1,1639,Stoke City,2,Regular
2500095,38,2018-05-13 14:00:00,St. Mary's Stadium,1619,Southampton,0,1625,Manchester City,1,Regular
2500094,38,2018-05-13 14:00:00,St. James' Park,1613,Newcastle United,3,1610,Chelsea,0,Regular
2500093,38,2018-05-13 14:00:00,Old Trafford,1611,Manchester United,1,1644,Watford,0,Regular
2500092,38,2018-05-13 14:00:00,Anfield,1612,Liverpool,4,1651,Brighton & Hove Albion,0,Regular
2500091,38,2018-05-13 14:00:00,The John Smith's Stadium,1673,Huddersfield Town,0,1609,Arsenal,1,Regular
2500090,38,2018-05-13 14:00:00,Selhurst Park,1628,Crystal Palace,2,1627,West Bromwich Albion,0,Regular
2500098,38,2018-05-13 14:00:00,London Stadium,1633,West Ham United,3,1623,Everton,1,Regular
2500089,38,2018-05-13 14:00:00,Turf Moor,1646,Burnley,1,1659,AFC Bournemouth,2,Regular
